,Name,Publisher,Description,Total Episodes,URL
14,رادیو راه با مجتبی شکوری,رادیو راه,رادیوراه کنج آرامی از دنیاست برای خواندن، فکر کردن و جستجوی راهی برای بهتر زیستن.,120,https://open.spotify.com/show/1kBaqOxSivqfDzXrh7IQHX
15,پادکست فارسی فیکشن Fiction Podcast,"Amin Ardani, Marzieh Sadeqi",هر اپیزود پادکست فارسی فیکشن روایتگر اتفاقی واقعی است که در منطق ما نمیگنجد. این پادکست مناسب افراد زیر 15 سال یا بیماران قلبی نیست Hosted on Acast. See acast.com/privacy for more information.,61,https://open.spotify.com/show/3gOLIGwRyJ1L5yOBDnEMca
16,Saate Sefr Podcast | پادکست فارسی ساعت صفر,Amin Matin,| ساعت صفر روایتی است از معمای زمان پادکست ساعت صفر یک داستان سریالی فارسی است کهدر ژانر معمایی، دلهره آور و علمی-تخیلی دسته بندی می شود داستانی که در این پادکست روایت می شود تاقبل از این جایی منتشر نشده و نوشته تیم ساعت صفر است. و کلیه حقوق آندر ایران متعلق به شرکت آیین مکث سیمرغ و در خارج از کشور متعلق است بهAmin Matin & Savage Art productions   Hosted on Acast. See acast.com/privacy for more information.,79,https://open.spotify.com/show/6ZbOqYS6h8Q4e2h2QW0N1R
17,پادکست روانشناسی سایکوپاد,mohammad mehregan,در سایکوپاد به تحلیل روزمرگی ها و بدیهیات زندگی از دیدگاه روانشناسی تحلیلی و شناختی به زبان خودمانی می پردازم، محمد مهرگان هستم.واتس اپ: ۰۹۰۲۲۰۰۵۰۲۱,74,https://open.spotify.com/show/7vsPxc93Rhf0QN26xfP64M
18,داستان های هزار و یک شب | کتاب کست,MONTANA,"📚 داستان های هزار یک شب کاری از کتابخانه آوای بوف با صدای آقای ح.پرهام می باشد.  ✍️این کتاب روخوانی نیست و اقتباسی از کتاب به زبان امروزی و قابل فهم می باشد.  🎧در هر قسمت یک شب از هزار و یک شب بیان شده است و به مرور قسمت های جدید به این پادکست فرعی اضافه خواهد شد.  🕐هر  یک شب در میان ساعت 9 شب به وقت ایران، منتظر قسمت جدید باشید (ممکن است گاهی وقفه هایی در تولید ایجاد گردد که در اینستاگرام کتاب کست اعلام می‌گردد).  ❤️این پادکست، یکی از پادکست های فرعی ""پادکست کتاب کست - KetabCast Podcast"" است. برای دسترسی به کانال اصلی و دیگر محتوا، لطفا نام کتاب کست را در اپ های پادگیر جستجو کنید.  ✅لینک های ما:  https://linktr.ee/KetabCast  🎙️پادکست اصلی (پادکست کتاب کست - KetabCast podcast):  https://castbox.fm/va/3350387  🦉کتابخانه آوای بوف: https://avayebuf.com   🔎نقل از ویکی‌پدیا فارسی:  هزار و یک شب داستانی به نقل از پادشاهی، با عنوان شهریار (پادشاه) و روایتگر آن شهرزاد (دختر وزیر) است. اکثر ماجراهای آن در بغداد و ایران باستان می‌گذرد و داستان‌های آن را از ریشهٔ ایرانی و برگردانی از «هزارافسان» دانسته‌اند. داستان‌های زیادی زیر نام «هزار و یک شب» نوشته شده‌است.  پیشینه:  به‌گفته علی‌اصغر حکمت این کتاب پیش از دوره هخامنشی در هند به وجود آمده و قبل از حمله اسکندر، به فارسی (احتمالاً فارسی باستان) ترجمه شده و در قرن سوم هجری بعد از حمله اعراب به ایران زمانی که بغداد مرکز علم و ادب بود از پهلوی به عربی برگردانده شده‌است. متأسفانه اصل پهلوی کتاب را زمانی که به عربی ترجمه شد از بین بردند. او دلیل آنکه کتاب پیش از اسکندر به فارسی درآمده را به مروج‌الذهب مسعودی (درگذشته به سال ۳۴۶ ه‍.ق) و الفهرست ابن ندیم (درگذشته به سال ۳۸۵ ه‍.ق) مراجعه می‌دهد و سپس با اشاراتی به مشابهت هزار و یک شب با کتاب استر تورات استدلال می‌کند که هر دو کتاب در یک زمان و پیش از حمله اسکندر نوشته شده‌اند و ریشه واحد دارند. نام ایرانی آن هزار افسان است و وقتی به عربی ترجمه شده، نخست الف خرافه و سپس الف لیله خوانده شده، و چنان‌که حکمت می‌گوید در زمان خلفای فاطمی مصر به صورت الف لیلة و لیله (هزار شب و یک شب) درآمده‌است.  کتاب هزار و یک شب به سه نسخه تقسیم می‌شود: نسخه هندی که پیش از دوره هخامنشی به زبان سانسکریت نوشته شده، نسخه ایرانی که ترجمه‌ای از نسخه سانسکریت به فارسی باستان می‌باشد و نسخه عربی که در دوران هارون الرشید از زبان پهلوی به عربی ترجمه شده. می‌توان گفت در تمام ترجمه‌ها تعدادی داستان جدید به آن اضافه شده‌است.  رضا طاهری در مقدمهٔ کتاب قصه‌های ایرانی هزار و یک روز از فرانسوا پتیس دلاکروا ساختار داستانی کتاب هزار و یک شب را از رستهٔ کتاب‌های جامع الحکایات و ادبیات تو در تو می‌داند و ساختار داستانی این کتاب را این گونه بررسی می‌کند: ساختار کمیتی «هزار و یک شب»: 11 داستان دنباله‌دار، 41 داستان بلند و 202 داستان کوتاه است و ده‌ها داستان خطی که جمعاً 244 قصۀ کلاسیک است.  بهرام بیضایی از دیگر کسانی که در این زمینه کار کرده‌است و در جواب به شرق شناسانی که ریشهٔ هزار و یک شب را به اعراب و یونانیان نسبت می‌دهند اما از ایرانی بودن آن سخنی به میان نمی‌آورند، چنین می‌گوید:  "" هزار و یک شب اصلیتی ایرانی دارد چرا که داستان اصلی یا داستان بنیادین آن ایرانی است و آن قصه خود شهرزاد است. ""  داستان اصلی یا به قول بیضایی داستان بنیادین بدین گونه است که:  «دو شاهزاده برادر، به نامهای شهریار (یا شهرباز) و شاه زمان، مورد خیانت زنان خود قرار می‌گیرند شاه زمان تَرک پادشاهی کرده و راهی دیار برادر می‌شود و شهریار هم به انتقام خیانت همسرش هر شب دختری را به نکاح درمی‌آورد و بامداد دستور قتلش را می‌داد. تا اینکه دیگر دختری در شهر نمی‌ماند و وزیر شهریار که دو دختر به نامهای شهرزاد و دنیازاد داشت و به شدت نگران این قضیه بود به پیشنهاد شهرزاد وی را به عقد پادشاه درمی‌آورد. شهرزاد همان شب به شهریار می‌گوید که خواهری دارد که هر شب با قصه‌های او به خواب می‌رود و درخواست می‌کند که همان شب خواهرش را به قصر بیاورند تا برای بار آخر برایش قصه بگوید. دنیازاد می‌آید و شهرزاد قصه گویی را آغاز می‌کند، شهریار هم که مسحور این قصه شده بود مهلت می‌دهد که فردا شب ادامه قصه را بشنود و بنابراین کشتن شهرزاد را موکول به بعد می‌کند و این قصه گویی‌ها هرشب ادامه پیدا می‌کند.  در سال ۱۲۵۹ هجری قمری، در زمان محمدشاه به دست ملا عبداللطیف طسوجی به فارسی ترجمه شده (این کتاب دارای ارزش تاریخی است، اما در کل یک سوم کتاب اصلی را هم شامل نمی‌شود) و میرزامحمدعلی سروش اصفهانی اشعاری به فارسی برای داستان‌های آن سروده‌است که تا زمان ناصرالدین شاه ادامه داشته‌است. داستان‌های این کتاب دارای محتوای بسیار بوده ازجمله طنز، تعالیم اخلاقی چه بد و چه خوب (بعضی از داستان‌های آن تشویق به عیش و نوش و خوش‌گذرانی می‌نموده برای همین از این حکایات صرف نظر شده‌است ولی در بعضی حکایات هم تشویق به عدالت و ایثار و جوانمردی نموده‌است)، آداب و سنن ملل مختلف، مشکلات اجتماعی، مسافرت و سیاحت و…  نسخه کنونی فارسی را عبداللطیف طسوجی در زمان محمدشاه و پسرش ناصرالدین شاه به فارسی درآورد و به چاپ سنگی رسید. «هزار و یک شب» نامی است که از زمان ترجمه طسوجی در دوره قاجار در ایران شهرت یافته و نام قدیم آن هزار افسان بوده‌است. چاپ کتاب تا زمان انقلاب اسلامی به همان سیاقی که چاپ کلاله خاور درآمده بود، مشکلی نداشت. بعد از انقلاب هم انتشارات هرمس این کتاب را در سال ۱۳۸۳ منتشر کرد که در ۱۳۸۶ به چاپ دوم رسید.  نخستین ترجمهٔ هزار و یک شب به زبان‌های اروپایی در قرن هجدهم میلادی به دست آنتوان گالان به فرانسوی درآمد و در سال ۱۷۰۴ میلادی منتشر شد. سر ریچارد برتون نخستین ترجمه انگلیسی این کتاب را در ۱۸۸۵ عرضه کرد. بورخس همه آثارش را مدیون هزار و یک شب می‌دانست و تأثیر آن بر بسیاری از نویسندگان معروف جهان ازجمله کسانی چون جیمز جویس انکارناپذیر است.  حکمت برای اصل و نسب هندی کتاب دو دلیل می‌آورد. یکی از آن‌ها قصه‌های تودرتو (حکایت در حکایت) است که در ادبیات هند سابقه دارد و ایرانیان نیز به گفته علامه قزوینی با این شیوه آشنایی داشتند. بیضایی با اشاره به اینکه در میان هندیان هیچ نشانی از هزار افسان نمانده‌است اما نزد ایرانیان (تا سده هفتم هجری) به دفعات به آن اشاره شده‌است، این کتاب را ایرانی می‌داند نه هندی و شیوه داستان‌های تو در تو را تألیفی ایرانی بر پایهٔ فرهنگ مشترک ایرانی-هندی می‌داند.  رضا طاهری می‌نویسد:در داستان نخستینِ هزارو یک شب، پادشاهی به نام شهریار هر شب با زنی هم بستر می‌شد و بعد او را می‌کشت. شهرزاد دختری که از بیزاری پادشاه از زنان آگاه بود با شهریار ازدواج می‌کند و هر شب برای پادشاه قصه‌ای را روایت می‌کند. مجموعه این روایت‌های شبانه و مدام با هدفمندی و نکات محتوایی که شهرزاد روایت می‌کند، بیماری شهریار را با قصه‌درمانی در بازهٔ زمانی هزار ویک شب درمان می‌کند.  شکل‌گیری داستان‌ها شرق‌شناسان عموماً اتفاق نظر دارند که این مجموعه، التقاطی از متون دارای ریشه‌های بس گوناگون است که در طی چندین قرن، پرداخته شده‌اند و کتاب در قرن ۱۳ و ۱۴ میلادی شکلی ثابت به خود گرفته است. این که تصور کنیم هزار و یک شب اثر یک نویسنده است، بر جایی نااستوار ایستاده‌ایم. در حقیقت با اثری جمعی سر و کار داریم که نه تنها به مدت چندین قرن فراهم آمده‌است، بلکه نمودار گرایش‌هایی بس مختلف نیز هست و کلاً چهار دسته داستان در آن تشخیص می‌توان داد:  الف) نخست هستهٔ قصه‌های ایرانی‌تبار و هم ریشه با داستان‌های شاهنامه و هم ارز شاهنامه که به دست فاتحان مسلمان با اسلام انطباق یافته‌اند و قدیم‌ترین بخش هزار و یک شب‌اند. خصیصهٔ این قصه‌ها، غنای تخیّلی و وهمناک، و مداخلهٔ دائم جنیان و پریان، و وفور مسخ و حلول و سخنگویی جانوران است. دوز و کلک‌ها و اندیشه‌های این مجموعه ایرانی ست؛ نام شخصیت‌های اصلی (شهریار و شهرزاد و دنیازاد و شاه زمان) ایرانی ست و تقطیع بندی این اثر نیز ایرانی ست. در واقع کتاب زبان پهلوی، زبان «هزار افسان» که بین قرون ۲ تا ۴ هجری به عربی ترجمه شد باید پایهٔ اصلی این کتاب بوده باشد. هستهٔ اصلی این کتاب شامل شاه شهریار و حیوانات و پرندگان و اسب آبنوس و فریزاد گلخنده و علی بابا و چهل دزد و غیره متعلق به همین منبع کهن است.  ب) دومین دستهٔ حکایات که بیشتر مغازله آمیزند، تا وهمناک و در بغداد در دوران خلافت هارون الرشید می‌گذرند، قصه‌های عاشقانه با عواقب عدیده‌اند. در این داستان‌ها، مناظر زندگی درباری یا شهری، اندک اندک جایگزین صحنه‌های طلسم و جادو می‌گردند. داستان‌های عشقی به معنای ویژهٔ واژه (قصهٔ علی بن بکار و شمس النهار و نعم و نعمت و غیره) و حکایات کمابیش ظریف مردم پسند برگرفته از وقایع اتفاقیه که مداح آن‌ها را در بازارها نقل می‌کرده‌است. اشعار شهوت‌انگیز و از طرفی جعفر برمکی، آخرین بازماندهٔ خاندان برمکیان مربوط به همین دسته‌اند.  پ) برعکس، عنصر شگرف و خارق‌العاده، در دوره‌ای از قصه‌های دریانوردان که مشهورترینشان قصه‌های سندباد بحری، مربوط به بندر بصره، نقش بسته‌است. اعجاب‌انگیزی این قصه‌ها ناشی از به هم آمیختگی تنگاتنگ راست و دروغ است. این قصه‌ها، حماسهٔ نخستین دریانوردان مجهز به قطب‌نما و شاخص و میل رصد و شمسه و اسطرلاب به کشف مناطق ناشناخته می‌روند.  ت) شهری و بورژوازی شدن قصه‌ها در چهارمین دسته که در قاهره پرداخته شده‌اند و به قصه‌های کهن مزید گشته‌اند، برجستگی بیشتر می‌یابد. یعنی حکایات مشتمل بر ماجراجویی‌های قهرمانان و قصه‌های هزل‌آمیز و هجوآلود و صحنه‌هایی از زندگی اعیان خوش ذوق و ظریف و گوشه‌هایی از معاش سوداگران و پیشه وران، تقریباً به‌طور کامل، جانشین وهمناکی قصه‌های کهن می‌شوند. قصه‌های جوذر صیاد از جمله قصه‌های این دوره است. البته در این قصه، چنان‌که در قصهٔ علاءالدین نیز، عناصری مراکشی الاصل به چشم می‌خورد. این قصه‌ها مشحون از عناصر اعجاب‌انگیز و خوارق عادت‌اند. اما این عنصر اعجاب‌انگیز از عنصر شگفتی زای ایرانی‌تبار، متمایز است و در آن، پاره خاطراتی از ادبیات تعلیمی مصر باستان و برگرفته‌هایی از روایات تلمودی، می‌توان یافت.  البته قصه‌هایی هم هستند که در هیچ طبقه‌ای نمی‌گنجند و تنها قصه‌هایی عامیانه‌اند. به این نکته نیز باید اشاره کرد که در واقع، چندین چاپ عربی هزار و یک شب وجود دارد که در هند و مصر و سوریه و سرانجام در اروپا به طبع رسیده‌اند و روایات مختلف کتاب به‌شمار می‌روند، تا آنجا که بعضی کتب نخستین ترجمه شده در اروپا، قصه‌هایی دارند که در نسخ عربی آن موجود نیست!  🔗لینک توضیحات کامل این کتاب در ویکی‌پدیا: https://fa.wikipedia.org/wiki/%D9%87%D8%B2%D8%A7%D8%B1_%D9%88_%DB%8C%DA%A9_%D8%B4%D8%A8",90,https://open.spotify.com/show/1zWlqKAXKZ8DPfMKl9isga
19,Ketab Jibi | پادکست کتاب جیبی,Mahdi Bahmani,خلاصه کتاب با مهدی بهمنیوب‌سایت: KetabJibiPodcast.ir,84,https://open.spotify.com/show/6DR2SlYqzwocJKqRFqGKyy
20,پادکست رادیو ماجرا,lastsecond,پادکست رادیو ماجرا روایت تجربه‌های خاص سفر جهانگردها و ایرانگردهایی است که داستان‌هایی جذاب از جسارت، ماجراجوی، کشف ناشناخته‌ها و سفر به سرزمین‌هایی است که یا تا به حال آنها را  نشنیده‌ایم یا مروری بر این روایت‌ها و داستان‌ها می‌تواند جرقه‌ای باشد برای دوباره کشف کردن و تجربه کردن. این ماجراها و تجربه‌های سفر از دل ماجراها و سفرنامه‌های لست سکند بیرون می‌آید و در هر قسمت از این پادکست پای صحبت یکی از این جهانگردها یا ایرانگردها می‌نشینیم و به ماجراها و تجربه‌هایی که از دل ماجراهای مختلف بیرون می‌آید گوش می‌کنیم.,44,https://open.spotify.com/show/4i4qahDv7qa2LHZlMJBNF7
21,Masty o Rasty | پادکست فارسی مستی و راستی,King Raam,"Welcome to Masty o Rasty ""The Drunken Truth"" podcast. In this show I tell some crazy, funny and tragic stories of my life as a nomadic artist and cultural miscreant. I sometimes even have guests who are brave enough to get as intoxicated as I am and delve into the taboo issues of our culture. Come on this ride as we shed light on the dark night of the soul.",307,https://open.spotify.com/show/35RtCrgybsUG3dosldneKK
22,Khodcast - خودکست,Khodcast - خودکست,خودکست یه پادکست خیلی‌ خودمونی هستش که توش هر هفته در مورد موضوعات مختلف بحث می‌کنیم، شاید به نتیجه هم نرسیم، اما بحث می‌کنیم. دوست داریم خودکست رو با هم بسازیم، پس فراموش نکنید که نظرتون رو به ما هم بگید  ارادت,354,https://open.spotify.com/show/0kClLgOeiqPAB1XUuUQllv
23,زندگی بهینه [زهینه],Dr. Mosi,[زندگی‌بهینه] موضوعات مختلف در فصل‌های زیر قرار دارند:  ۱- موضوعات عمومی ۲- موضوعات مرتبط با خیانت ۳- دوقطبی (بای‌پولار یا افسردگی همراه با شیدایی و سرخوشی، منیک دپرشن) ۴- وسواس/OCD ۵- اسکیزوفرنی (روان‌گسیختگی) ۶- اضطراب و استرس و اختلالات مرتبط ۷- اختلال شخصیت مرزی (بردرلاین) ۸- ازدواج ۹- افسردگی ۱۰- درون‌پویی (مدیتیشن، مراقبه) و هیپنوتیزم ۱۱- طلاق ۱۲- خشم و عصبانیت ۱۳- زایمان، تربیت فرزند و ارتباط با والدین، بارداری، فرزندخواندگی ۱۴- خوشبختی و موفقیت ۱۵- اعتماد به‌نفس و عزت نفس (حرمت نفس) ۱۶- خواب و رؤیا ۱۷- روابط عاطفی (relationships) ۱۸- مفهوم شخصیت (کاراکتر)، کهن‌الگوها (آرکیتایپ‌ها) - تیپ‌های شخصیتی و اختلالات شخصیت ۱۹- وابستگی و  مهرطلبی ۲۰- کتاب ۲۱- یادداشت‌های یک روانپزشک ۲۲- مهاجرت ۲۳- سخنرانی‌های دکتر سرگلزایی ۲۴- عدم تمرکز، ADD و ADHD ۲۵- اعتیاد، سوءمصرف مواد و الکل ۲۶- مسائل جنسی، همجنسگرایی، LGBTQ و ... ۲۷- شک، پارانویا، بدگمانی، عدم‌اعتماد ۲۸- شغل، کار، تحصیل، انتخاب رشته ۲۹- موسیقی، شعر، دکلمه ۳۰- کمال‌پرستی/perfectionism ۳۱- آسیب‌های کودکی، کودک‌آزاری ۳۲- خودکشی؛ گمی و گیجی، بلبشو و نابه‌سامانی ۳۳- تنبلی، کاهلی، اهمال‌کاری، به‌تعویق انداختن کارها ۳۴- درخودماندگی (اوتیسم) ۳۵- عشق ۳۶- مهارت‌های زندگی ۳۷- علم و شبه‌علم؛ خطاهای شناختی؛ فریب ذهن ۳۸- کارگاه‌های آموزشی (ورکشاپ) ۳۹- رمان و داستان مرتبط ۴۰- کتاب غیرداستانی ۴۱- مفاهیم روانشناسی ۴۲- کتاب‌های روانشناسی ۴۳- خاطرات علم و جامعه‌سالم ۴۴- کارگاه‌های دکتر محمدرضا سرگلزایی ۴۵- کارگاه‌های دکتر آذرخش مکری ۴۶- مطالب گوناگون  دکتر آذرخش مکری دکتر محمدرضا سرگلزایی دکتر فرهنگ هلاکویی دکتر حمیدرضا هاشمی مقدم دکتر مهدیه کسایی زاده دکتر ابراهیم میثاق دکتر مجد دکتر محمود معظمی دکتر علی بابایی‌زاد   شخصیت سالم اختلالات شخصیت کتابهای مربوط به روانشناسی و توسعه فردی از منظر روانشناسی افسردگی و شیدایی خشم و عصبانیت مکالمات سی دی های دکتر هلاکویی روانشناسی عزت نفس (حرمت نفس)  برای همکاری با ایمیل زیر در ارتباط باشید: mjsurfp@gmail.com  📚 کتاب (غیرداستانی) 📖 کتاب (رمان/داستان) 📘 کتاب (خلاصه) 📒 کتاب (موفقیت و خودسازی) 🗣 سخنرانی 👥 مکالمه 🎶 موسیقی/آهنگ 👨‍🏫 کارگاه آمورشی  📜 شعر، دکلمه                  #مسائل خانواد‌گی #فرهنگی #اجتماعی #تحصیلات #اقتصادی #مذهبی‌ #زناشویی #نوزادان #کودکان #نوجوانان #جوانان #میانسلان #کهنسالان #رابطه جنس مخالف آگاهی‌ مورد خود دیگران #روابط جنسی‌ #ازدواج طلاق# #خانواده #مهاجرت #انواع مشکلات #همسر #مکالمات #روانشناسی #جامعه روانی #Holakouee #RazhavaNiazha #RadioHamrah,1633,https://open.spotify.com/show/7FiQjYyDfZtZHFbUzZ75zS
24,‌BPLUS بی‌پلاس پادکست فارسی خلاصه کتاب,Ali Bandari,خلاصه‌ی فارسی کتابهای غیرداستانی Hosted on Acast. See acast.com/privacy for more information.,148,https://open.spotify.com/show/5HqY5kOdUaGvmQsWw6ZOkc
